Year,Car,Position,Lap,Gap Before Pit,Laps Until Front Car Pit,Stint,Front Car Stint,Passed
2023,75.0,3,70.0,4.606999999999971,25.0,9.5,29.0,1
2023,75.0,5,99.0,0.7960000000002765,0.0,25.5,25.5,0
2023,75.0,5,129.0,1.1919999999990978,1.0,28.0,29.0,1
2023,75.0,6,222.0,2.2619999999988067,9.0,21.0,30.0,0
2023,32.0,2,291.0,1.7669999999998254,0.0,20.0,20.0,0
2023,32.0,3,521.0,4.52100000000064,0.0,21.0,29.0,1
2023,93.0,3,291.0,0.4219999999986612,0.0,22.0,20.0,1
2023,93.0,7,368.0,4.098000000005413,0.0,11.0,11.0,0
2023,93.0,5,680.0,1.4569999999948777,0.0,19.0,19.5,0
2023,93.0,6,703.0,2.210000000006403,1.0,20.0,21.0,0
2023,70.0,3,23.0,0.80600000000004,5.0,21.0,26.0,1
2023,70.0,4,66.0,7.717999999999847,4.0,11.0,9.5,1
2023,70.0,3,99.0,3.6229999999995925,0.0,27.5,25.5,0
2023,70.0,5,157.0,0.2639999999992142,3.0,26.0,28.0,0
2023,70.0,6,255.0,2.220000000001164,12.0,24.0,12.5,0
2023,70.0,2,287.0,2.161000000000058,4.0,17.5,20.0,1
2023,70.0,2,368.0,1.3499999999985448,21.0,16.0,30.5,1
2023,12.0,4,291.0,4.633999999998196,28.0,20.0,28.0,1
2023,12.0,4,680.0,4.9689999999973224,0.0,19.5,20.5,0
2023,12.0,5,704.0,1.9869999999937136,0.0,21.0,21.0,0
2023,1.0,9,29.0,0.47499999999990905,0.0,27.0,27.0,1
2023,1.0,8,99.0,1.114000000001397,0.0,25.5,25.5,1
2023,96.0,11,27.0,3.244000000000142,2.0,25.0,27.0,1
2023,96.0,11,70.0,2.0330000000003565,0.0,11.0,7.0,0
2023,47.0,10,25.0,6.635000000000218,4.0,22.5,27.0,0
2023,44.0,4,99.0,4.581000000000131,0.0,25.5,27.5,0
2023,44.0,7,291.0,7.73399999999674,0.0,27.0,20.0,0
2023,44.0,3,656.0,0.294000000008964,0.0,18.5,18.5,1
2023,44.0,3,680.0,1.3559999999997672,0.0,20.5,20.5,1
2023,44.0,4,704.0,3.1569999999919673,0.0,21.0,21.0,1
2023,66.0,12,29.0,0.4940000000001419,0.0,27.0,27.0,1
2023,66.0,6,99.0,1.0120000000006257,0.0,25.5,25.5,1
2023,66.0,7,681.0,1.5720000000001164,0.0,20.5,16.5,0
2023,66.0,5,698.0,1.5519999999960419,6.0,14.5,21.0,0
2023,78.0,10,70.0,1.5969999999997526,0.0,10.0,10.0,1
2023,78.0,7,99.0,2.0099999999983993,0.0,25.5,25.5,0
2023,78.0,9,129.0,7.606999999999971,0.0,28.0,28.0,1
2023,78.0,10,291.0,3.217000000004191,0.0,19.5,16.5,0
2023,78.0,9,629.0,3.7670000000071013,0.0,13.0,4.5,0
2023,27.0,6,95.0,0.7530000000006112,4.0,23.0,25.5,1
2023,27.0,5,291.0,5.6120000000009895,0.0,20.0,27.0,1
2023,27.0,3,368.0,6.983000000000175,0.0,11.0,13.0,0
2023,23.0,13,700.0,6.720000000001164,0.0,24.0,24.0,1
2023,83.0,14,91.0,1.0690000000013242,9.0,28.0,25.5,0
2023,57.0,5,29.0,8.932000000000244,1.0,27.0,27.5,1
2023,57.0,2,99.0,0.28100000000085856,0.0,25.5,25.5,1
2023,57.0,2,252.0,6.516999999999825,1.0,28.0,29.0,0
2023,57.0,2,267.0,3.4950000000026193,0.0,12.5,11.5,1
2023,57.0,4,368.0,7.432999999997264,0.0,13.0,16.0,0
2023,57.0,2,656.0,5.565999999991618,0.0,19.5,19.5,1
2023,57.0,2,680.0,4.658000000010361,0.0,20.5,20.5,1
2023,57.0,2,704.0,8.584000000002561,4.0,21.0,23.0,1
2023,21.0,11,29.0,1.6189999999996871,0.0,27.0,27.0,1
2023,21.0,14,100.0,2.466999999998734,0.0,26.0,25.5,0
2023,21.0,11,367.0,9.209999999999127,0.0,11.0,11.0,1
2023,16.0,13,100.0,2.835000000000946,0.0,25.5,25.5,0
2023,16.0,10,292.0,1.1919999999954598,0.0,20.0,20.0,1
2023,91.0,15,29.0,9.411000000000058,29.0,27.0,29.0,0
2023,91.0,12,100.0,3.3950000000004366,28.0,25.5,29.5,1
2023,91.0,14,287.0,6.790000000000873,0.0,19.5,13.0,0
2023,19.0,18,60.0,7.5020000000004075,0.0,24.0,24.0,1
2023,19.0,14,365.0,1.1710000000020955,1.0,13.5,10.0,1
2024,12.0,8,141.0,1.9589999999989232,0.0,12.5,12.5,0
2024,12.0,6,199.0,4.598000000001775,0.0,19.0,22.5,1
2024,12.0,5,585.0,0.9839999999967404,0.0,10.0,22.0,1
2024,66.0,3,19.0,1.1119999999996253,0.0,16.0,16.0,1
2024,66.0,10,199.0,0.5149999999994179,0.0,21.0,7.0,0
2024,66.0,13,246.0,1.798000000002503,0.0,11.0,13.0,1
2024,66.0,12,267.0,9.644000000000233,11.0,19.5,30.5,0
2024,86.0,10,19.0,1.6039999999998145,0.0,16.0,16.0,1
2024,34.0,4,19.0,2.71100000000024,0.0,16.0,16.0,1
2024,34.0,12,91.0,8.33299999999872,5.0,22.0,9.5,0
2024,34.0,16,141.0,1.9240000000027067,0.0,14.0,10.0,0
2024,34.0,4,172.0,0.0779999999977008,5.0,26.0,32.0,0
2024,34.0,4,199.0,1.5599999999976717,0.0,24.5,19.5,0
2024,34.0,7,246.0,0.6490000000012515,0.0,9.5,13.0,1
2024,34.0,4,585.0,3.2379999999975553,0.0,22.0,13.0,0
2024,45.0,16,19.0,0.7109999999997854,0.0,16.0,16.0,0
2024,47.0,6,19.0,0.46900000000005093,0.0,16.0,16.0,1
2024,47.0,2,141.0,1.1710000000020955,18.0,14.5,30.0,1
2024,47.0,2,199.0,1.0599999999976717,0.0,21.5,19.5,0
2024,47.0,8,246.0,2.348999999998341,0.0,13.0,13.0,1
2024,47.0,4,386.0,1.1860000000015134,0.0,12.0,15.0,1
2024,47.0,4,417.0,0.9690000000045984,4.0,27.0,30.0,0
2024,23.0,2,19.0,0.38599999999996726,1.0,16.0,16.5,1
2024,23.0,11,141.0,4.847000000001572,0.0,10.5,10.5,1
2024,23.0,17,173.0,6.902999999998428,0.0,25.5,25.5,1
2024,23.0,17,200.0,1.3880000000026484,0.0,23.0,24.5,0
2024,23.0,15,246.0,3.324000000000524,0.0,13.0,13.5,0
2024,78.0,15,14.0,1.5860000000000127,5.0,13.0,16.0,0
2024,70.0,5,19.0,1.1419999999998254,0.0,16.0,16.0,0
2024,70.0,9,141.0,0.47999999999956344,0.0,10.5,10.5,1
2024,70.0,3,199.0,6.832000000002154,0.0,19.5,21.5,1
2024,70.0,6,246.0,1.9599999999991269,0.0,10.5,9.5,1
2024,70.0,3,386.0,2.264000000002852,0.0,15.0,7.0,0
2024,17.0,7,19.0,8.088000000000193,0.0,16.0,16.0,0
2024,17.0,19,199.0,4.639999999999418,0.0,21.0,21.0,1
2024,17.0,19,245.0,3.1589999999996508,27.0,11.0,30.0,0
2024,21.0,12,51.0,6.581000000000131,1.0,26.5,28.0,0
2024,21.0,13,85.0,8.972999999999956,11.0,23.5,32.5,1
2024,21.0,6,141.0,4.800999999999476,0.0,13.0,11.5,0
2024,21.0,10,174.0,7.50800000000163,0.0,21.0,20.0,0
2024,21.0,7,199.0,0.7069999999985157,0.0,22.0,22.0,1
2024,21.0,12,246.0,6.765999999999622,0.0,14.0,12.0,0
2024,21.0,8,503.0,9.469999999993888,14.0,21.5,30.0,1
2024,83.0,15,19.0,2.343000000000302,0.0,16.0,16.0,1
2024,83.0,13,141.0,2.6300000000010186,0.0,11.0,9.0,0
2024,83.0,11,246.0,1.54399999999805,0.0,13.0,11.0,1
2024,83.0,11,387.0,5.732000000003609,1.0,9.5,2.5,1
2024,43.0,17,19.0,0.7420000000001892,0.0,16.0,16.0,1
2024,43.0,12,114.0,2.337999999999738,13.0,16.5,29.5,1
2024,43.0,12,141.0,3.9660000000003492,0.0,23.0,23.0,1
2024,43.0,13,199.0,0.6409999999996217,0.0,21.0,19.0,0
2024,43.0,9,246.0,1.4860000000007858,0.0,13.0,12.0,0
2024,55.0,12,19.0,0.8899999999998727,0.0,16.0,16.0,1
2024,55.0,15,141.0,1.8019999999996799,0.0,10.0,12.5,0
2024,55.0,8,199.0,2.25800000000163,0.0,21.0,20.0,0
2024,55.0,5,246.0,2.0970000000015716,0.0,13.5,10.5,0
2024,32.0,11,19.0,0.955000000000382,0.0,16.0,16.0,1
2024,32.0,4,51.0,0.5090000000000146,1.0,27.0,28.0,0
2024,32.0,5,96.0,3.4549999999999272,29.0,9.5,29.5,1
2024,32.0,4,141.0,1.1260000000002037,0.0,10.5,17.5,1
2024,32.0,3,246.0,3.025999999998021,0.0,13.5,13.5,1
2024,32.0,4,274.0,3.831000000005588,5.0,26.5,31.5,1
2024,80.0,9,19.0,0.8989999999998872,0.0,16.0,16.0,1
2024,80.0,16,90.0,1.8350000000009459,6.0,22.0,6.5,0
2024,80.0,17,247.0,0.2349999999969441,0.0,13.5,13.5,1
2024,96.0,13,19.0,0.7019999999997708,0.0,16.0,16.0,1
2024,96.0,3,141.0,1.1749999999992724,0.0,17.5,14.5,0
2024,96.0,4,189.0,1.6660000000010768,10.0,12.0,19.5,0
2024,96.0,4,246.0,1.4840000000003783,0.0,14.5,14.5,1
2024,96.0,7,361.0,1.5240000000048894,17.0,12.5,29.5,0
2024,96.0,7,417.0,1.6869999999980791,3.0,27.0,29.0,0
2024,96.0,2,529.0,9.361000000004424,12.0,17.0,29.0,0
2024,57.0,14,19.0,0.8930000000000291,0.0,16.0,16.0,0
2024,57.0,5,141.0,0.6239999999997963,0.0,11.5,10.5,0
2024,57.0,8,174.0,0.2779999999984284,1.0,20.0,29.0,1
2024,57.0,5,199.0,5.8400000000001455,0.0,22.5,24.5,1
2024,57.0,2,246.0,1.103000000002794,0.0,12.5,12.5,1
2024,27.0,18,19.0,3.48700000000008,0.0,16.0,16.0,0
2024,120.0,19,19.0,0.5019999999999527,0.0,16.0,16.0,0
2024,120.0,15,51.0,9.076000000000022,0.0,27.0,27.0,0
2024,120.0,7,141.0,3.5800000000017462,0.0,12.5,13.0,1
2024,120.0,9,176.0,7.260000000002037,23.0,20.0,24.5,0
2024,120.0,9,199.0,0.9089999999996508,0.0,20.0,21.0,1
2024,120.0,10,246.0,2.0560000000004948,0.0,12.0,14.0,1
2024,120.0,7,336.0,1.5899999999965075,1.0,27.0,29.0,1
2024,120.0,10,411.0,5.09599999999773,8.0,21.0,28.5,0
2024,120.0,10,484.0,4.831999999994878,17.0,12.5,28.5,1
2024,44.0,20,19.0,0.7390000000000327,0.0,16.0,16.0,0
2024,44.0,14,199.0,0.955999999998312,0.0,20.0,21.0,0
2024,44.0,14,246.0,0.9689999999973224,0.0,12.0,11.5,0
2024,92.0,21,19.0,0.8939999999997781,0.0,16.0,16.0,0
