,Year,Car,Position,Lap,Gap Before Pit,Laps Until Front Car Pit,Stint,Front Car Stint,Passed
365,2024,78.0,4,285.0,1.1929999999993015,0.0,20.5,14.5,0
366,2024,80.0,4,22.0,1.2709999999997308,0.0,19.0,19.0,0
367,2024,80.0,10,79.0,0.4840000000003783,0.0,23.5,23.5,0
368,2024,80.0,12,105.0,5.355999999999767,1.0,24.0,25.0,0
369,2024,45.0,6,22.0,0.30600000000004,0.0,19.0,19.0,1
370,2024,45.0,17,80.0,0.4380000000001018,0.0,22.5,22.0,1
371,2024,45.0,15,160.0,1.4359999999978754,0.0,19.0,19.0,1
372,2024,21.0,5,22.0,4.499000000000251,0.0,19.0,19.0,0
373,2024,21.0,10,159.0,2.344999999997526,0.0,15.5,17.0,0
374,2024,55.0,7,22.0,1.9890000000000327,0.0,19.0,19.0,0
375,2024,34.0,9,22.0,2.643999999999778,0.0,19.0,19.0,1
376,2024,34.0,8,79.0,2.956000000000131,0.0,21.0,19.0,1
377,2024,34.0,4,159.0,1.364000000001397,0.0,16.0,16.0,1
378,2024,34.0,9,202.0,4.556000000000495,0.0,12.0,9.0,0
379,2024,34.0,8,285.0,1.9129999999931897,0.0,16.5,12.5,0
380,2024,96.0,8,22.0,4.873000000000047,0.0,19.0,19.0,1
381,2024,96.0,3,226.0,6.677999999999884,8.0,20.5,28.5,0
382,2024,96.0,7,260.0,5.2409999999945285,2.0,20.5,26.0,1
383,2024,96.0,2,285.0,1.253999999993539,0.0,22.5,17.5,0
384,2024,44.0,11,22.0,0.8850000000002183,0.0,19.0,19.0,1
385,2024,44.0,5,79.0,1.2479999999995923,0.0,21.5,21.5,0
386,2024,44.0,7,159.0,0.7510000000002037,0.0,16.0,14.5,1
387,2024,44.0,6,202.0,0.5289999999986321,0.0,11.0,11.0,1
388,2024,44.0,4,225.0,5.886999999998807,1.0,19.5,20.5,0
389,2024,44.0,5,281.0,3.1019999999989523,4.0,23.0,20.5,1
390,2024,43.0,12,22.0,1.4039999999999964,0.0,19.0,19.0,0
391,2024,43.0,19,79.0,1.793999999999869,1.0,18.5,22.0,0
392,2024,43.0,17,158.0,7.5790000000015425,2.0,15.5,25.0,0
393,2024,27.0,14,22.0,3.2399999999997817,0.0,19.0,19.0,0
394,2024,27.0,11,79.0,0.554999999998472,0.0,19.0,21.0,0
395,2024,27.0,8,153.0,8.46600000000035,6.0,12.0,17.0,1
396,2024,27.0,5,238.0,0.797999999998865,0.0,13.0,13.0,1
397,2024,27.0,6,285.0,0.5290000000022701,0.0,14.5,18.5,1
398,2024,83.0,13,22.0,2.951000000000022,0.0,19.0,19.0,0
399,2024,83.0,6,79.0,2.7999999999992724,0.0,21.5,21.5,1
400,2024,66.0,16,22.0,1.125999999999749,0.0,19.0,19.0,1
401,2024,66.0,11,66.0,5.553999999998268,13.0,12.5,23.5,0
402,2024,66.0,12,79.0,2.3590000000003783,0.0,10.0,23.5,0
403,2024,66.0,12,159.0,5.083999999998923,0.0,14.5,17.0,0
404,2024,57.0,4,154.0,0.9599999999991268,5.0,14.0,19.0,1
405,2024,23.0,15,22.0,0.4030000000002474,0.0,19.0,19.0,0
406,2024,23.0,7,79.0,2.9580000000005384,0.0,21.5,21.0,1
407,2024,23.0,8,159.0,4.916999999997643,0.0,16.0,2.5,0
408,2024,23.0,6,238.0,4.856999999999971,23.0,16.0,29.0,1
409,2024,23.0,10,285.0,3.743000000002212,0.0,18.5,22.5,0
410,2024,86.0,17,22.0,4.18100000000004,0.0,19.0,19.0,0
411,2024,13.0,18,80.0,0.5889999999999418,0.0,22.0,26.5,1
412,2024,13.0,13,202.0,9.10200000000259,0.0,10.0,10.0,1
413,2024,13.0,12,285.0,2.695000000006985,0.0,15.0,8.5,0
414,2024,120.0,19,23.0,7.59900000000016,0.0,18.0,18.0,1
415,2024,120.0,14,83.0,2.2839999999996508,27.0,20.0,27.0,0
416,2024,120.0,13,110.0,1.1170000000001892,0.0,24.0,27.5,0
417,2024,120.0,2,159.0,3.5489999999990687,0.0,15.0,16.0,1
418,2024,120.0,9,285.0,0.5410000000047148,0.0,12.5,17.5,1
419,2024,70.0,16,80.0,1.8129999999982829,0.0,22.0,22.5,0
420,2024,70.0,5,159.0,3.64600000000064,0.0,17.0,16.0,1
421,2024,70.0,4,238.0,0.6320000000014261,24.0,14.0,26.0,1
422,2022,32.0,2,22.0,0.5489999999999782,4.0,19.0,21.5,1
423,2022,32.0,3,38.0,0.8900000000003274,24.0,10.0,30.5,1
424,2022,32.0,3,67.0,1.485000000000582,9.0,25.0,34.0,0
425,2022,96.0,2,62.0,7.790000000000873,1.0,30.5,31.5,0
426,2022,96.0,2,87.0,8.430999999998676,8.0,24.0,33.0,1
427,2022,96.0,7,109.0,0.8909999999996217,7.0,21.0,25.0,0
428,2022,12.0,3,22.0,1.2100000000000364,4.0,19.0,21.5,1
429,2022,1.0,4,19.0,2.0460000000002765,3.0,16.0,19.0,0
430,2022,1.0,4,38.0,6.546999999999571,0.0,12.5,10.0,1
431,2022,1.0,3,61.0,0.9869999999991704,1.0,19.0,30.5,1
432,2022,1.0,5,133.0,0.9530000000013388,0.0,9.5,9.5,1
433,2022,16.0,4,21.0,2.5579999999999927,1.0,18.0,19.0,0
434,2022,16.0,15,59.0,5.55699999999888,0.0,17.0,17.0,1
435,2022,16.0,8,125.0,5.501000000000204,8.0,32.0,22.5,0
436,2022,57.0,5,38.0,0.7430000000003929,22.0,29.0,26.5,1
437,2022,47.0,2,26.0,1.2640000000001237,0.0,21.5,21.5,0
438,2022,47.0,6,108.0,0.3129999999982829,8.0,26.0,31.0,0
439,2022,39.0,4,58.0,0.4929999999994834,3.0,24.5,19.0,0
440,2022,39.0,5,113.0,3.2269999999989523,3.0,23.0,25.0,0
441,2022,59.0,7,22.0,1.0719999999996617,0.0,19.0,19.0,0
442,2022,59.0,8,38.0,2.4989999999997963,1.0,10.0,8.5,1
443,2022,59.0,10,61.0,7.226000000000567,11.0,19.0,29.5,0
444,2022,59.0,12,86.0,5.647000000000844,22.0,24.0,26.0,0
445,2022,59.0,11,145.0,7.062000000001717,0.0,29.5,29.5,1
446,2022,21.0,4,26.0,1.3829999999998108,37.0,21.5,31.5,1
447,2022,27.0,12,19.0,0.8019999999996799,2.0,16.0,18.0,1
448,2022,27.0,6,38.0,3.475000000000364,20.0,12.5,24.5,1
449,2022,70.0,11,21.0,1.461999999999989,5.0,18.0,21.5,1
450,2022,70.0,7,38.0,1.77599999999984,0.0,10.5,12.5,0
451,2022,70.0,9,60.0,0.4659999999985302,15.0,18.0,32.5,1
452,2022,44.0,5,26.0,0.7590000000000146,12.0,21.5,10.0,0
453,2022,44.0,3,75.0,0.6699999999982538,9.0,33.0,23.0,1
454,2022,99.0,12,22.0,0.2719999999999345,0.0,19.0,19.0,1
455,2022,99.0,10,60.0,2.308000000000902,12.0,26.5,29.5,0
456,2022,42.0,13,22.0,9.797000000000024,4.0,19.0,2.0,0
457,2022,42.0,4,75.0,0.2280000000009749,20.0,32.5,33.0,1
458,2022,42.0,4,109.0,6.5239999999994325,7.0,13.0,31.0,1
459,2023,78.0,2,77.0,5.147000000000844,12.0,23.0,32.0,1
460,2023,78.0,11,112.0,0.8080000000009022,0.0,11.0,33.0,1
461,2023,12.0,2,16.0,6.636999999999944,0.0,13.5,13.5,1
462,2023,12.0,2,112.0,5.712999999999738,0.0,20.0,33.0,1
463,2023,83.0,3,16.0,1.0360000000000582,0.0,13.5,13.5,1
464,2023,1.0,4,16.0,0.72199999999998,0.0,13.5,13.5,1
465,2023,42.0,5,14.0,7.863000000000056,2.0,11.5,13.5,0
466,2023,70.0,17,34.0,5.786000000000058,10.0,10.5,15.5,1
467,2023,70.0,16,132.0,2.863999999999578,20.0,17.5,20.0,0
468,2023,32.0,4,20.0,2.0329999999999018,33.0,15.5,31.5,1
469,2023,32.0,6,112.0,5.354000000001179,0.0,16.0,18.0,1
470,2023,27.0,9,20.0,4.167000000000371,0.0,15.5,15.5,0
471,2023,27.0,3,112.0,2.129000000000815,0.0,20.0,20.0,0
472,2023,27.0,3,131.0,6.1159999999999854,17.0,17.0,34.0,1
473,2023,96.0,5,20.0,1.6149999999997815,0.0,15.5,1.5,0
474,2023,96.0,4,112.0,1.412000000000262,0.0,19.0,20.0,1
475,2023,96.0,5,135.0,4.95299999999952,14.0,21.0,34.5,1
476,2023,91.0,8,20.0,0.7639999999996689,0.0,15.5,15.5,0
477,2023,91.0,19,49.0,9.426000000000386,8.0,14.0,31.5,0
478,2023,80.0,15,20.0,0.4230000000002292,0.0,15.5,15.5,0
479,2023,57.0,6,20.0,0.4830000000001746,0.0,15.5,15.5,1
480,2023,44.0,7,20.0,3.284000000000105,27.0,15.5,26.5,1
481,2023,44.0,9,42.0,1.0799999999999272,15.0,18.5,33.5,1
482,2023,16.0,13,15.0,2.7390000000000327,5.0,12.5,15.5,0
483,2023,16.0,7,43.0,0.9420000000000072,13.0,19.5,32.5,1
484,2023,16.0,6,74.0,0.6720000000004802,2.0,30.0,33.0,1
485,2023,16.0,3,105.0,3.1409999999996217,7.0,30.0,20.0,1
486,2023,23.0,18,20.0,0.9159999999997126,0.0,11.0,11.0,1
487,2023,23.0,8,54.0,2.4719999999997526,3.0,26.5,27.5,1
488,2023,23.0,8,112.0,3.240999999999985,0.0,22.0,11.0,0
489,2023,47.0,14,20.0,2.26299999999992,0.0,15.5,15.5,0
490,2023,47.0,11,44.0,2.6580000000003565,3.0,15.5,26.5,1
491,2023,47.0,11,72.0,0.9310000000004948,2.0,27.0,32.0,0
492,2023,66.0,13,20.0,0.9090000000001056,0.0,15.5,2.0,0
493,2023,66.0,7,112.0,0.9179999999996652,0.0,18.0,4.0,0
494,2023,93.0,10,20.0,0.9989999999997964,0.0,15.5,15.5,1
495,2023,93.0,5,57.0,1.3630000000002838,32.0,27.5,32.0,1
496,2023,93.0,9,112.0,9.278999999998632,0.0,18.0,18.0,0
497,2023,77.0,16,20.0,0.936999999999898,0.0,15.5,15.5,0
498,2023,77.0,12,41.0,9.850000000000364,16.0,17.5,27.5,1
499,2023,77.0,12,73.0,4.337999999999738,18.0,31.0,33.0,0
500,2023,92.0,17,20.0,3.481000000000222,0.0,15.5,15.5,0
501,2023,78.0,2,77.0,5.147000000000844,12.0,23.0,32.0,1
502,2023,78.0,11,112.0,0.8080000000009022,0.0,11.0,33.0,1
503,2023,12.0,2,16.0,6.636999999999944,0.0,13.5,13.5,1
504,2023,12.0,2,112.0,5.712999999999738,0.0,20.0,33.0,1
505,2023,83.0,3,16.0,1.0360000000000582,0.0,13.5,13.5,1
506,2023,1.0,4,16.0,0.72199999999998,0.0,13.5,13.5,1
507,2023,42.0,5,14.0,7.863000000000056,2.0,11.5,13.5,0
508,2023,70.0,17,34.0,5.786000000000058,10.0,10.5,15.5,1
509,2023,70.0,16,132.0,2.863999999999578,20.0,17.5,20.0,0
510,2023,32.0,4,20.0,2.0329999999999018,33.0,15.5,31.5,1
511,2023,32.0,6,112.0,5.354000000001179,0.0,16.0,18.0,1
512,2023,27.0,9,20.0,4.167000000000371,0.0,15.5,15.5,0
513,2023,27.0,3,112.0,2.129000000000815,0.0,20.0,20.0,0
514,2023,27.0,3,131.0,6.1159999999999854,17.0,17.0,34.0,1
515,2023,96.0,5,20.0,1.6149999999997815,0.0,15.5,1.5,0
516,2023,96.0,4,112.0,1.412000000000262,0.0,19.0,20.0,1
517,2023,96.0,5,135.0,4.95299999999952,14.0,21.0,34.5,1
518,2023,91.0,8,20.0,0.7639999999996689,0.0,15.5,15.5,0
519,2023,91.0,19,49.0,9.426000000000386,8.0,14.0,31.5,0
520,2023,80.0,15,20.0,0.4230000000002292,0.0,15.5,15.5,0
521,2023,57.0,6,20.0,0.4830000000001746,0.0,15.5,15.5,1
522,2023,44.0,7,20.0,3.284000000000105,27.0,15.5,26.5,1
523,2023,44.0,9,42.0,1.0799999999999272,15.0,18.5,33.5,1
524,2023,16.0,13,15.0,2.7390000000000327,5.0,12.5,15.5,0
525,2023,16.0,7,43.0,0.9420000000000072,13.0,19.5,32.5,1
526,2023,16.0,6,74.0,0.6720000000004802,2.0,30.0,33.0,1
527,2023,16.0,3,105.0,3.1409999999996217,7.0,30.0,20.0,1
528,2023,23.0,18,20.0,0.9159999999997126,0.0,11.0,11.0,1
529,2023,23.0,8,54.0,2.4719999999997526,3.0,26.5,27.5,1
530,2023,23.0,8,112.0,3.240999999999985,0.0,22.0,11.0,0
531,2023,47.0,14,20.0,2.26299999999992,0.0,15.5,15.5,0
532,2023,47.0,11,44.0,2.6580000000003565,3.0,15.5,26.5,1
533,2023,47.0,11,72.0,0.9310000000004948,2.0,27.0,32.0,0
534,2023,66.0,13,20.0,0.9090000000001056,0.0,15.5,2.0,0
535,2023,66.0,7,112.0,0.9179999999996652,0.0,18.0,4.0,0
536,2023,93.0,10,20.0,0.9989999999997964,0.0,15.5,15.5,1
537,2023,93.0,5,57.0,1.3630000000002838,32.0,27.5,32.0,1
538,2023,93.0,9,112.0,9.278999999998632,0.0,18.0,18.0,0
539,2023,77.0,16,20.0,0.936999999999898,0.0,15.5,15.5,0
540,2023,77.0,12,41.0,9.850000000000364,16.0,17.5,27.5,1
541,2023,77.0,12,73.0,4.337999999999738,18.0,31.0,33.0,0
542,2023,92.0,17,20.0,3.481000000000222,0.0,15.5,15.5,0
543,2023,78.0,2,77.0,5.147000000000844,12.0,23.0,32.0,1
544,2023,78.0,11,112.0,0.8080000000009022,0.0,11.0,33.0,1
545,2023,12.0,2,16.0,6.636999999999944,0.0,13.5,13.5,1
546,2023,12.0,2,112.0,5.712999999999738,0.0,20.0,33.0,1
547,2023,83.0,3,16.0,1.0360000000000582,0.0,13.5,13.5,1
548,2023,1.0,4,16.0,0.72199999999998,0.0,13.5,13.5,1
549,2023,42.0,5,14.0,7.863000000000056,2.0,11.5,13.5,0
550,2023,70.0,17,34.0,5.786000000000058,10.0,10.5,15.5,1
551,2023,70.0,16,132.0,2.863999999999578,20.0,17.5,20.0,0
552,2023,32.0,4,20.0,2.0329999999999018,33.0,15.5,31.5,1
553,2023,32.0,6,112.0,5.354000000001179,0.0,16.0,18.0,1
554,2023,27.0,9,20.0,4.167000000000371,0.0,15.5,15.5,0
555,2023,27.0,3,112.0,2.129000000000815,0.0,20.0,20.0,0
556,2023,27.0,3,131.0,6.1159999999999854,17.0,17.0,34.0,1
557,2023,96.0,5,20.0,1.6149999999997815,0.0,15.5,1.5,0
558,2023,96.0,4,112.0,1.412000000000262,0.0,19.0,20.0,1
559,2023,96.0,5,135.0,4.95299999999952,14.0,21.0,34.5,1
560,2023,91.0,8,20.0,0.7639999999996689,0.0,15.5,15.5,0
561,2023,91.0,19,49.0,9.426000000000386,8.0,14.0,31.5,0
562,2023,80.0,15,20.0,0.4230000000002292,0.0,15.5,15.5,0
563,2023,57.0,6,20.0,0.4830000000001746,0.0,15.5,15.5,1
564,2023,44.0,7,20.0,3.284000000000105,27.0,15.5,26.5,1
565,2023,44.0,9,42.0,1.0799999999999272,15.0,18.5,33.5,1
566,2023,16.0,13,15.0,2.7390000000000327,5.0,12.5,15.5,0
567,2023,16.0,7,43.0,0.9420000000000072,13.0,19.5,32.5,1
568,2023,16.0,6,74.0,0.6720000000004802,2.0,30.0,33.0,1
569,2023,16.0,3,105.0,3.1409999999996217,7.0,30.0,20.0,1
570,2023,23.0,18,20.0,0.9159999999997126,0.0,11.0,11.0,1
571,2023,23.0,8,54.0,2.4719999999997526,3.0,26.5,27.5,1
572,2023,23.0,8,112.0,3.240999999999985,0.0,22.0,11.0,0
573,2023,47.0,14,20.0,2.26299999999992,0.0,15.5,15.5,0
574,2023,47.0,11,44.0,2.6580000000003565,3.0,15.5,26.5,1
575,2023,47.0,11,72.0,0.9310000000004948,2.0,27.0,32.0,0
576,2023,66.0,13,20.0,0.9090000000001056,0.0,15.5,2.0,0
577,2023,66.0,7,112.0,0.9179999999996652,0.0,18.0,4.0,0
578,2023,93.0,10,20.0,0.9989999999997964,0.0,15.5,15.5,1
579,2023,93.0,5,57.0,1.3630000000002838,32.0,27.5,32.0,1
580,2023,93.0,9,112.0,9.278999999998632,0.0,18.0,18.0,0
581,2023,77.0,16,20.0,0.936999999999898,0.0,15.5,15.5,0
582,2023,77.0,12,41.0,9.850000000000364,16.0,17.5,27.5,1
583,2023,77.0,12,73.0,4.337999999999738,18.0,31.0,33.0,0
584,2023,92.0,17,20.0,3.481000000000222,0.0,15.5,15.5,0
585,2022,1.0,2,128.0,1.1410000000014406,21.0,22.0,41.5,1
586,2022,1.0,3,273.0,0.5879999999997381,0.0,23.0,24.0,0
587,2022,1.0,6,353.0,1.5270000000018626,1.0,30.0,40.0,1
588,2022,42.0,2,28.0,4.204000000000178,0.0,24.5,24.5,0
589,2022,42.0,8,72.0,0.4920000000001892,0.0,33.0,33.0,1
590,2022,42.0,8,102.0,1.3870000000006255,0.0,26.5,27.0,0
591,2022,32.0,3,28.0,4.123000000000047,0.0,24.5,24.5,1
592,2022,32.0,10,59.0,1.5670000000009168,0.0,17.0,27.0,0
593,2022,32.0,5,102.0,1.7080000000005384,0.0,27.0,34.0,1
594,2022,32.0,6,128.0,1.9470000000001164,0.0,22.0,22.0,1
595,2022,32.0,2,163.0,3.184000000001106,0.0,31.0,31.0,0
596,2022,12.0,7,22.0,1.858999999999924,6.0,21.0,24.5,1
597,2022,12.0,2,59.0,4.677999999999884,0.0,27.0,27.0,0
598,2022,12.0,4,102.0,2.430000000000291,0.0,34.0,34.0,1
599,2022,12.0,7,128.0,2.513999999999214,0.0,22.0,22.0,0
600,2022,57.0,4,28.0,2.333000000000084,0.0,24.5,24.5,1
601,2022,57.0,4,59.0,1.431999999999789,0.0,27.0,27.0,0
602,2022,57.0,5,128.0,0.8250000000007276,0.0,22.0,22.0,0
603,2022,57.0,3,163.0,0.5339999999996508,0.0,31.0,31.0,0
604,2022,57.0,5,189.0,0.4800000000032014,17.0,24.0,41.0,0
605,2022,57.0,5,273.0,2.60399999999936,0.0,29.5,29.5,1
606,2022,27.0,5,28.0,0.7390000000000327,0.0,24.5,24.5,0
607,2022,27.0,8,59.0,2.0799999999999272,0.0,27.0,27.0,1
608,2022,27.0,10,102.0,1.440999999998894,0.0,26.5,27.0,0
609,2022,27.0,10,128.0,4.185999999999694,0.0,21.5,21.5,1
610,2022,27.0,6,163.0,1.4390000000003056,0.0,31.0,31.0,1
611,2022,16.0,6,28.0,2.013999999999669,0.0,24.5,24.5,0
612,2022,16.0,11,59.0,5.97899999999936,0.0,27.0,27.0,1
613,2022,16.0,9,102.0,0.6239999999997963,0.0,27.0,26.5,1
614,2022,16.0,9,128.0,3.5310000000008586,0.0,21.5,21.5,1
615,2022,16.0,4,163.0,6.689000000000306,0.0,31.0,31.0,0
616,2022,16.0,7,274.0,0.91899999999805,1.0,24.0,26.0,1
617,2022,21.0,10,28.0,1.3470000000002074,0.0,24.5,24.5,0
618,2022,21.0,7,59.0,2.8729999999995925,0.0,27.0,27.0,0
619,2022,21.0,7,102.0,4.893000000000029,0.0,27.0,26.5,0
620,2022,21.0,8,163.0,2.790999999999258,0.0,10.5,3.5,0
621,2022,21.0,8,274.0,0.9809999999997672,0.0,22.0,35.0,1
622,2022,47.0,8,28.0,2.9270000000001346,0.0,24.5,24.5,0
623,2022,47.0,13,59.0,0.5780000000004293,0.0,27.0,27.0,0
624,2022,96.0,7,28.0,0.938000000000102,0.0,24.5,24.5,1
625,2022,96.0,3,59.0,2.6419999999998254,0.0,27.0,27.0,1
626,2022,96.0,3,102.0,5.091999999998734,0.0,34.0,34.0,0
627,2022,96.0,4,128.0,0.4709999999995489,0.0,22.0,22.0,0
628,2022,96.0,5,156.0,6.726000000000568,7.0,26.0,31.0,1
629,2022,96.0,2,273.0,9.971000000001368,0.0,24.0,28.0,0
630,2022,70.0,11,28.0,1.7609999999999673,0.0,24.5,24.5,1
631,2022,70.0,6,59.0,1.9089999999996508,0.0,27.0,27.0,1
632,2022,70.0,5,93.0,0.945000000001528,9.0,27.5,34.0,0
633,2022,66.0,9,28.0,0.4009999999998399,0.0,24.5,24.5,1
634,2022,66.0,5,59.0,0.5160000000005311,0.0,27.0,27.0,0
635,2022,66.0,6,102.0,0.8230000000003201,0.0,27.0,27.0,0
636,2022,66.0,5,163.0,0.3739999999997963,0.0,31.0,31.0,1
637,2022,66.0,4,273.0,7.348999999998341,0.0,20.5,23.0,0
638,2022,44.0,12,28.0,1.018999999999778,0.0,24.5,24.5,1
639,2022,44.0,9,59.0,1.570999999999913,0.0,27.0,17.0,0
640,2022,99.0,13,28.0,0.7850000000003092,0.0,24.5,2.5,0
641,2022,99.0,12,59.0,1.0799999999999272,0.0,27.0,27.0,1
642,2023,27.0,4,68.0,5.7549999999992,4.0,15.5,17.5,1
643,2023,27.0,10,226.0,4.623999999999796,0.0,27.5,27.5,1
644,2023,27.0,7,329.0,2.216000000000349,0.0,21.5,28.5,0
645,2023,83.0,7,72.0,1.0859999999993306,0.0,17.5,17.5,1
646,2023,12.0,5,72.0,1.936999999999898,0.0,17.5,17.5,1
647,2023,12.0,5,184.0,3.275999999998021,11.0,23.5,32.0,0
648,2023,97.0,4,15.0,1.1459999999999582,35.0,10.0,42.0,0
649,2023,97.0,3,72.0,1.8729999999995923,0.0,17.5,17.5,0
650,2023,97.0,8,166.0,0.3719999999993888,29.0,9.5,32.0,0
651,2023,97.0,11,195.0,1.5339999999996508,0.0,25.0,32.0,0
652,2023,97.0,7,226.0,0.8410000000003492,0.0,27.5,27.5,1
653,2023,97.0,3,329.0,1.2669999999998254,0.0,21.5,21.5,1
654,2023,57.0,5,15.0,2.833000000000084,0.0,10.0,10.0,1
655,2023,57.0,2,226.0,1.8620000000009893,0.0,27.5,27.5,1
656,2023,57.0,2,284.0,1.151000000001659,27.0,17.5,41.0,1
657,2023,66.0,7,15.0,2.2480000000000477,0.0,10.0,10.0,0
658,2023,66.0,13,49.0,8.081999999999425,3.0,28.0,32.0,0
659,2023,66.0,9,226.0,1.224000000001979,0.0,27.5,27.5,1
660,2023,66.0,7,284.0,6.201000000000931,0.0,17.5,17.5,1
661,2023,66.0,8,303.0,0.6630000000004657,5.0,17.0,22.0,0
662,2023,1.0,8,15.0,0.446999999999889,0.0,10.0,10.0,1
663,2023,32.0,2,72.0,6.932999999999993,0.0,17.5,18.0,0
664,2023,32.0,3,226.0,5.485999999997148,0.0,27.5,27.5,1
665,2023,32.0,10,329.0,2.805000000000291,0.0,15.0,41.5,1
666,2023,47.0,13,72.0,2.5950000000002547,0.0,16.5,16.5,1
667,2023,16.0,10,15.0,2.368000000000165,0.0,10.0,10.0,1
668,2023,16.0,12,72.0,1.3179999999993015,4.0,16.5,3.5,1
669,2023,16.0,3,284.0,7.360999999997148,0.0,11.5,17.5,1
670,2023,16.0,2,310.0,1.6130000000011933,1.0,24.0,41.0,1
671,2023,16.0,4,329.0,2.1239999999997963,0.0,16.5,24.5,1
672,2023,96.0,13,15.0,0.7010000000000218,0.0,10.0,10.0,1
673,2023,96.0,6,72.0,0.6290000000008149,0.0,17.5,17.5,0
674,2023,96.0,8,226.0,5.034999999999855,0.0,27.5,27.5,1
675,2023,96.0,9,242.0,3.5940000000009604,24.0,14.0,38.0,1
676,2023,96.0,7,302.0,1.1970000000001164,2.0,16.0,18.0,1
677,2023,96.0,5,329.0,1.0750000000007276,0.0,24.5,22.5,1
678,2023,78.0,4,72.0,2.706000000000131,0.0,17.5,17.5,1
679,2023,78.0,8,155.0,0.3389999999999418,40.0,26.0,33.0,0
680,2023,78.0,4,226.0,3.106999999999971,0.0,27.5,27.5,1
681,2023,78.0,4,308.0,1.9140000000006692,17.0,22.0,39.0,1
682,2023,78.0,2,329.0,8.284999999999854,0.0,18.5,18.5,1
683,2023,77.0,12,15.0,0.7470000000000709,0.0,10.0,10.0,1
684,2023,77.0,8,72.0,2.7669999999998254,0.0,17.5,17.5,0
685,2023,77.0,9,195.0,0.9989999999997964,0.0,29.5,29.5,1
686,2023,77.0,6,226.0,6.298999999999069,0.0,27.5,27.5,1
687,2023,77.0,7,248.0,0.569999999999709,18.0,20.0,38.0,1
688,2023,77.0,8,284.0,0.7710000000006403,0.0,9.5,9.5,1
689,2023,77.0,6,304.0,1.5639999999984866,21.0,18.0,39.0,1
690,2023,77.0,6,329.0,1.018000000000029,0.0,22.5,21.5,1
691,2023,23.0,14,15.0,1.06899999999996,0.0,10.0,10.0,0
692,2023,23.0,16,74.0,2.037000000000262,0.0,17.5,19.0,0
693,2023,23.0,12,226.0,2.235000000000582,0.0,27.5,27.5,0
694,2023,23.0,9,284.0,5.172999999998865,0.0,11.5,11.5,0
695,2023,23.0,10,300.0,1.047999999998865,3.0,14.0,17.0,1
696,2023,44.0,15,15.0,0.7380000000000564,0.0,10.0,10.0,1
697,2023,44.0,11,40.0,2.130000000000109,10.0,23.5,31.5,0
698,2023,44.0,10,72.0,1.0850000000000364,0.0,16.5,16.5,0
699,2023,44.0,10,195.0,7.1009999999987485,0.0,27.0,25.0,0
700,2023,44.0,11,226.0,2.6819999999970605,0.0,27.5,27.5,0
701,2023,44.0,10,248.0,3.030000000002474,0.0,20.0,20.0,0
702,2023,92.0,17,15.0,0.7970000000000255,0.0,10.0,10.0,0
703,2023,92.0,11,72.0,0.6220000000002983,0.0,16.0,16.0,1
704,2023,80.0,16,15.0,0.9120000000000346,0.0,10.0,10.0,0
705,2023,80.0,9,72.0,6.331000000000131,0.0,16.5,17.5,0
706,2023,80.0,5,226.0,0.4370000000017171,0.0,27.5,27.5,1
707,2023,80.0,3,298.0,4.54399999999805,7.0,30.0,33.0,0
708,2023,80.0,8,329.0,3.07300000000032,0.0,28.5,1.5,1
