"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"23","GTDPRO","Ross Gunn","21","1:47.512","43:58.550","Green","Track","24.988","40.723","41.801"
"14","GTDPRO","Ben Barnicoat","21","1:47.797","43:59.880","Green","Track","25.092","40.686","42.019"
"96","GTD","Robby Foley","21","1:47.853","44:02.208","Green","Track","24.997","40.852","42.004"
"32","GTD","Stevan McAleer","21","1:47.762","44:02.757","Green","Track","24.983","40.694","42.085"
"11","LMP2","Steven Thomas","23","1:51.227","44:03.126","Green","Pit","22.894","36.013","52.320"
"12","GTD","Richard Heistand","21","1:47.718","44:03.967","Green","Track","25.180","40.708","41.830"
"9","GTDPRO","Mathieu Jaminet","21","1:47.818","44:04.595","Green","Track","25.039","40.733","42.046"
"52","LMP2","Ben Keating","23","1:41.118","44:04.845","Green","Track","22.998","38.011","40.109"
"62","GTDPRO","Davide Rigon","21","1:48.080","44:05.257","Green","Track","25.057","40.777","42.246"
"3","GTDPRO","Jordan Taylor","21","1:47.805","44:08.143","Green","Track","25.145","40.781","41.879"
"57","GTD","Russell Ward","21","1:48.431","44:11.372","Green","Track","25.155","41.021","42.255"
"39","GTD","Robert Megennis","21","1:48.698","44:12.742","Green","Track","25.187","40.963","42.548"
"47","GTD","Giorgio Sernagiotto","21","1:48.300","44:13.148","Green","Track","25.265","40.664","42.371"
"59","GTD","Jon Miller","21","1:48.709","44:14.220","Green","Track","25.141","41.049","42.519"
"66","GTD","Till Bechtolsheimer","21","1:49.786","44:15.504","Green","Track","24.999","41.533","43.254"
"79","GTDPRO","Cooper MacNeil","21","1:49.216","44:18.445","Green","Track","25.288","41.510","42.418"
"21","GTD","Luis Perez Companc","21","1:49.191","44:18.923","Green","Track","25.344","41.702","42.145"
"16","GTD","Zacharie Robichon","21","2:00.111","44:18.918","Green","Pit","25.010","40.689","54.412"
"31","DPi","Olivier Pla","23","2:19.279","44:20.647","Green","Track","66.474","36.058","36.747"
"18","LMP2","Dwight Merriman","23","1:54.065","44:25.047","Green","Pit","23.274","37.444","53.347"
"44","GTD","John Potter","21","1:50.106","44:25.203","Green","Track","25.581","41.442","43.083"
"99","GTD","Stefan Wilson","21","1:49.797","44:25.475","Green","Track","25.191","41.437","43.169"
"20","LMP2","Dennis Andersen","23","1:56.691","44:27.534","Green","Pit","24.256","38.738","53.697"
"8","LMP2","John Farano","23","1:39.678","44:30.876","Green","Track","22.954","38.122","38.602"
"42","GTD","Don Yount","21","1:51.131","44:35.272","Green","Track","25.326","42.482","43.323"
"29","LMP2","Frits Van Eerd","23","1:56.232","44:48.351","Green","Pit","23.194","38.443","54.595"
"40","LMP3","Nico Varrone","23","1:43.923","44:55.350","Green","Track","24.051","39.301","40.571"
