"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"19","GTDPRO","Jordan Pepper","51","2:02.645","1:51:17.646","Green","Track","11.520","76.612","34.513"
"31","GTP","Jack Aitken","54","3:02.641","1:51:17.753","Green","Track","76.178","74.663","31.800"
"10","GTP","Brendon Hartley","54","1:52.355","1:51:21.722","Green","Track","10.429","70.775","31.151"
"24","GTP","Jesse Krohn","54","1:52.669","1:51:22.573","Green","Track","10.445","71.157","31.067"
"40","GTP","Colton Herta","54","1:52.862","1:51:23.343","Green","Track","10.383","71.031","31.448"
"65","GTDPRO","Joey Hand","51","2:03.769","1:51:24.012","Green","Track","11.604","77.627","34.538"
"4","GTDPRO","Tommy Milner","51","2:03.530","1:51:24.200","Green","Track","11.486","77.722","34.322"
"23","GTDPRO","Mario Farnbacher","51","2:11.391","1:51:25.526","Green","Pit","11.424","76.594","43.373"
"12","GTD","Frankie Montecalvo","51","2:03.639","1:51:27.686","Green","Track","11.508","77.368","34.763"
"62","GTDPRO","Davide Rigon","51","2:02.593","1:51:28.648","Green","Track","11.489","76.610","34.494"
"25","GTP","Maxime Martin","54","3:04.186","1:51:31.841","Green","Track","78.299","74.545","31.342"
"2","LMP2","Nico Pino","53","1:57.016","1:51:34.003","Green","Track","10.357","74.123","32.536"
"99","LMP2","Matt Brabham","53","1:53.433","1:51:43.077","Green","Track","10.247","71.583","31.603"
"57","GTD","Russell Ward","51","2:11.836","1:51:43.568","Green","Pit","11.635","76.551","43.650"
"22","LMP2","Bijoy Garg","53","1:55.003","1:51:45.196","Yellow","Track","10.462","71.935","32.606"
"55","GTD","Ryan Hardwick","48","2:05.092","1:51:47.253","Yellow","Track","11.985","78.037","35.070"
"34","GTD","Manny Franco","51","2:05.889","1:51:51.600","Yellow","Track","11.547","77.986","36.356"
"85","GTP","Richard Westbrook","54","3:05.211","1:51:51.831","Yellow","Track","76.694","76.494","32.023"
"6","GTP","Fred Makowiecki","54","1:56.158","1:51:52.750","Yellow","Track","10.631","72.810","32.717"
"7","GTP","Dane Cameron","54","1:53.673","1:51:54.189","Yellow","Track","10.408","71.564","31.701"
"33","LMP2","Joao Barbosa","52","1:59.536","1:51:55.617","Yellow","Track","11.374","75.296","32.866"
"44","GTD","John Potter","51","2:07.805","1:52:02.898","Yellow","Track","11.714","78.632","37.459"
"45","GTD","Graham Doyle","50","2:11.539","1:52:04.082","Yellow","Track","12.486","81.761","37.292"
"5","GTP","Gianmaria Bruni","54","3:14.182","1:52:05.691","Yellow","Track","80.238","77.397","36.547"
"04","LMP2","George Kurtz","51","1:59.831","1:52:07.017","Yellow","Track","10.927","74.961","33.943"
"18","LMP2","Ryan Dalziel","53","1:57.644","1:52:09.074","Yellow","Track","10.600","72.214","34.830"
"81","LMP2","Malthe Jakobsen","52","1:58.579","1:52:11.820","Yellow","Track","10.642","72.040","35.897"
"47","GTD","Roberto Lacorte","51","2:13.445","1:52:19.038","Yellow","Track","11.741","78.470","43.234"
"83","GTD","Sarah Bovy","51","2:14.016","1:52:20.043","Yellow","Track","11.648","79.473","42.895"
"74","LMP2","Gar Robinson","53","2:07.699","1:52:21.334","Yellow","Track","11.263","73.304","43.132"
"78","GTD","Misha Goikhberg","51","2:57.359","1:52:28.282","Yellow","Pit","11.768","76.476","89.115"
"9","GTDPRO","Oliver Jarvis","38","2:21.823","1:52:36.026","Yellow","Track","11.614","77.212","52.997"
"52","LMP2","Jakub Smiechowski","53","2:14.228","1:52:36.886","Yellow","Track","10.459","71.847","51.922"
"11","LMP2","Hunter McElrea","53","2:13.540","1:52:37.755","Yellow","Track","10.605","72.871","50.064"
